id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
615,pending_purchases,catalog,critical,4,509,30,1
616,duplicate_email,account,critical,4,474,23,1
617,other,catalog,medium,2,67,15,1
618,rejected_claims_volume,claims,low,1,687,8,0
619,stale_pending_policies,catalog,high,3,568,11,1
620,unverified_provider,catalog,medium,2,869,3,0
621,duplicate_email,account,low,1,869,25,1
622,duplicate_email,catalog,medium,2,729,11,1
623,inactive_spike,account,critical,4,864,19,1
624,reject_rate,catalog,medium,2,329,11,0
625,duplicate_email,account,high,3,533,9,1
626,claim_burst,catalog,high,3,570,13,1
627,stale_pending_policies,catalog,high,3,312,8,1
628,reject_rate,catalog,high,3,313,7,1
629,rejected_claims_volume,claims,high,3,476,22,1
630,claim_burst,claims,high,3,206,15,1
631,pending_purchases,account,low,1,546,3,0
632,duplicate_email,commerce,medium,2,816,15,1
633,stale_pending_policies,claims,critical,4,416,30,1
634,reject_rate,claims,low,1,185,14,1
635,duplicate_email,account,low,1,834,20,1
636,reject_rate,account,medium,2,511,8,0
637,stale_pending_policies,commerce,medium,2,150,25,1
638,rejected_claims_volume,claims,critical,4,98,7,1
639,inactive_spike,account,high,3,724,29,1
640,inactive_spike,catalog,low,1,713,5,1
641,rejected_claims_volume,catalog,medium,2,896,19,1
642,claim_burst,claims,high,3,333,18,1
643,other,claims,medium,2,401,2,0
644,rejected_claims_volume,claims,medium,2,671,18,1
645,rejected_claims_volume,claims,medium,2,441,11,0
646,duplicate_email,account,high,3,126,22,1
647,unverified_provider,account,high,3,19,25,1
648,unverified_provider,account,high,3,885,10,1
649,unverified_provider,account,critical,4,278,25,1
650,rejected_claims_volume,claims,high,3,34,19,1
651,unverified_provider,account,medium,2,673,10,1
652,rejected_claims_volume,commerce,critical,4,254,11,1
653,unverified_provider,claims,high,3,829,3,1
654,unverified_provider,catalog,low,1,807,6,0
655,duplicate_email,catalog,low,1,526,19,1
656,claim_burst,claims,high,3,79,12,1
657,claim_burst,claims,low,1,340,1,1
658,rejected_claims_volume,catalog,high,3,97,4,1
659,duplicate_email,account,high,3,549,18,1
660,claim_burst,catalog,low,1,519,9,1
661,claim_burst,claims,medium,2,131,30,1
662,reject_rate,claims,low,1,109,2,0
663,pending_purchases,claims,medium,2,90,25,1
664,other,commerce,critical,4,403,20,1
665,pending_purchases,commerce,low,1,87,22,1
666,claim_burst,claims,low,1,842,8,0
667,other,commerce,low,1,221,20,1
668,stale_pending_policies,claims,high,3,87,26,1
669,duplicate_email,claims,critical,4,806,14,0
670,inactive_spike,claims,medium,2,155,26,1
671,inactive_spike,claims,medium,2,703,11,0
672,other,account,critical,4,39,16,1
673,reject_rate,commerce,low,1,204,28,1
674,stale_pending_policies,commerce,low,1,667,23,1
675,stale_pending_policies,claims,critical,4,689,25,1
676,claim_burst,claims,high,3,55,24,1
677,rejected_claims_volume,claims,high,3,766,19,1
678,duplicate_email,account,high,3,769,27,1
679,inactive_spike,claims,critical,4,576,8,1
680,inactive_spike,account,critical,4,813,21,1
681,stale_pending_policies,commerce,critical,4,90,8,1
682,lead_spike,commerce,critical,4,812,10,0
683,stale_pending_policies,catalog,low,1,900,26,1
684,stale_pending_policies,catalog,critical,4,150,11,1
685,unverified_provider,account,critical,4,635,2,1
686,other,account,medium,2,719,29,1
687,unverified_provider,claims,low,1,385,27,1
688,claim_burst,catalog,medium,2,372,6,1
689,rejected_claims_volume,catalog,high,3,898,17,1
690,stale_pending_policies,claims,medium,2,401,17,0
691,unverified_provider,claims,medium,2,466,19,1
692,lead_spike,commerce,low,1,566,24,1
693,unverified_provider,catalog,high,3,683,14,0
694,pending_purchases,commerce,high,3,371,10,1
695,other,catalog,low,1,671,16,1
696,duplicate_email,account,low,1,571,13,1
697,lead_spike,claims,critical,4,36,11,1
698,other,account,high,3,148,7,1
699,other,account,medium,2,766,19,1
700,lead_spike,commerce,medium,2,299,25,1
701,stale_pending_policies,catalog,critical,4,665,3,1
702,lead_spike,catalog,high,3,708,29,1
703,stale_pending_policies,claims,critical,4,846,2,1
704,reject_rate,commerce,medium,2,529,26,1
705,claim_burst,claims,medium,2,698,10,1
706,other,commerce,high,3,711,6,1
707,inactive_spike,catalog,high,3,449,13,1
708,pending_purchases,commerce,high,3,395,26,1
709,unverified_provider,commerce,critical,4,514,27,1
710,lead_spike,claims,high,3,46,5,1
711,stale_pending_policies,catalog,critical,4,771,3,1
712,lead_spike,commerce,critical,4,543,26,1
713,unverified_provider,account,low,1,43,18,1
714,rejected_claims_volume,commerce,high,3,272,8,1
715,lead_spike,account,critical,4,855,26,1
716,inactive_spike,commerce,medium,2,741,21,1
717,lead_spike,account,critical,4,862,26,1
718,pending_purchases,commerce,critical,4,826,11,1
719,pending_purchases,claims,medium,2,545,24,1
720,unverified_provider,commerce,high,3,699,3,1
721,inactive_spike,account,medium,2,592,14,1
722,lead_spike,commerce,medium,2,155,8,1
723,rejected_claims_volume,claims,high,3,35,24,1
724,reject_rate,catalog,medium,2,663,23,1
725,stale_pending_policies,catalog,high,3,730,3,1
726,lead_spike,commerce,medium,2,317,4,1
727,unverified_provider,account,low,1,125,27,1
728,duplicate_email,claims,medium,2,458,9,1
729,stale_pending_policies,catalog,low,1,41,18,1
730,inactive_spike,account,high,3,645,30,1
731,pending_purchases,commerce,medium,2,224,18,1
732,claim_burst,claims,low,1,229,25,1
733,pending_purchases,commerce,low,1,646,9,0
734,inactive_spike,account,critical,4,232,22,1
735,lead_spike,account,high,3,674,9,0
736,stale_pending_policies,catalog,critical,4,465,22,1
737,inactive_spike,catalog,medium,2,115,13,1
738,unverified_provider,claims,low,1,450,25,1
739,lead_spike,claims,medium,2,574,25,1
740,lead_spike,commerce,low,1,758,24,1
741,duplicate_email,account,medium,2,428,1,1
742,pending_purchases,commerce,medium,2,579,21,1
743,rejected_claims_volume,commerce,low,1,758,6,0
744,reject_rate,catalog,critical,4,792,4,1
745,claim_burst,claims,critical,4,498,3,1
746,pending_purchases,commerce,medium,2,871,4,0
747,pending_purchases,commerce,medium,2,363,9,0
748,pending_purchases,claims,critical,4,794,24,1
749,stale_pending_policies,claims,critical,4,138,5,0
750,lead_spike,claims,critical,4,29,1,1
751,inactive_spike,account,low,1,209,29,1
752,stale_pending_policies,account,high,3,640,18,1
753,reject_rate,catalog,medium,2,8,8,0
754,pending_purchases,commerce,low,1,101,19,1
755,rejected_claims_volume,claims,critical,4,780,3,1
756,stale_pending_policies,account,medium,2,410,21,1
757,lead_spike,claims,critical,4,709,29,1
758,unverified_provider,claims,critical,4,614,13,0
759,stale_pending_policies,claims,medium,2,6,13,1
760,rejected_claims_volume,claims,low,1,249,4,0
761,stale_pending_policies,claims,low,1,478,2,0
762,lead_spike,claims,low,1,570,21,1
763,claim_burst,catalog,medium,2,480,1,1
764,lead_spike,account,low,1,192,5,1
765,rejected_claims_volume,claims,high,3,109,17,1
766,reject_rate,catalog,low,1,74,28,0
767,inactive_spike,account,low,1,723,2,0
768,pending_purchases,commerce,low,1,574,24,1
769,stale_pending_policies,claims,critical,4,214,4,1
770,pending_purchases,claims,low,1,628,3,0
771,lead_spike,commerce,low,1,748,8,1
772,duplicate_email,account,high,3,310,10,1
773,rejected_claims_volume,claims,high,3,788,7,0
774,duplicate_email,account,medium,2,533,13,1
775,reject_rate,catalog,medium,2,777,24,1
776,reject_rate,account,low,1,734,24,0
777,stale_pending_policies,claims,critical,4,821,29,0
778,pending_purchases,commerce,medium,2,259,26,1
779,duplicate_email,commerce,critical,4,97,6,1
780,reject_rate,catalog,high,3,281,26,1
781,stale_pending_policies,catalog,high,3,237,18,1
782,duplicate_email,commerce,medium,2,351,26,0
783,unverified_provider,claims,high,3,436,21,1
784,inactive_spike,account,critical,4,165,7,1
785,other,claims,critical,4,532,23,1
786,rejected_claims_volume,account,medium,2,295,25,1
787,pending_purchases,account,critical,4,733,4,1
788,rejected_claims_volume,claims,medium,2,708,24,1
789,claim_burst,catalog,high,3,29,3,1
790,rejected_claims_volume,claims,medium,2,672,3,0
791,rejected_claims_volume,catalog,low,1,748,3,0
792,unverified_provider,account,medium,2,571,4,0
793,reject_rate,commerce,critical,4,183,29,1
794,pending_purchases,commerce,medium,2,456,24,1
795,rejected_claims_volume,catalog,medium,2,32,13,1
796,unverified_provider,claims,medium,2,823,12,1
797,lead_spike,commerce,medium,2,75,29,1
798,lead_spike,commerce,medium,2,47,5,1
799,inactive_spike,account,low,1,584,19,1
800,unverified_provider,account,high,3,874,30,1
801,pending_purchases,commerce,medium,2,142,12,1
802,pending_purchases,commerce,medium,2,536,22,1
803,reject_rate,claims,medium,2,293,25,1
804,unverified_provider,account,medium,2,225,25,1
805,claim_burst,commerce,critical,4,270,28,0
806,rejected_claims_volume,account,high,3,241,10,0
807,lead_spike,catalog,low,1,471,18,1
808,inactive_spike,account,critical,4,492,30,1
809,claim_burst,claims,low,1,122,7,0
810,pending_purchases,commerce,medium,2,347,18,0
811,rejected_claims_volume,claims,medium,2,577,20,1
812,unverified_provider,catalog,critical,4,538,2,1
813,rejected_claims_volume,claims,high,3,218,4,1
814,pending_purchases,commerce,critical,4,804,24,1
815,stale_pending_policies,catalog,low,1,211,9,0
816,duplicate_email,commerce,critical,4,494,9,1
817,rejected_claims_volume,account,low,1,660,16,1
818,inactive_spike,account,medium,2,792,16,1
819,pending_purchases,claims,medium,2,397,26,1
820,lead_spike,commerce,high,3,673,29,1
821,duplicate_email,claims,critical,4,742,3,1
822,unverified_provider,account,medium,2,860,7,0
823,lead_spike,commerce,low,1,412,1,1
824,unverified_provider,account,critical,4,239,3,1
825,stale_pending_policies,catalog,medium,2,637,29,1
826,inactive_spike,catalog,critical,4,278,8,1
827,duplicate_email,commerce,medium,2,352,14,1
828,claim_burst,account,medium,2,245,27,1
829,rejected_claims_volume,claims,high,3,622,15,1
830,unverified_provider,catalog,medium,2,576,4,0
831,inactive_spike,catalog,medium,2,535,5,0
832,duplicate_email,account,critical,4,172,3,1
833,reject_rate,catalog,high,3,584,22,1
834,other,claims,high,3,730,14,1
835,reject_rate,catalog,low,1,18,29,1
836,lead_spike,commerce,medium,2,892,5,1
837,reject_rate,catalog,low,1,457,8,0
838,reject_rate,commerce,medium,2,447,3,0
839,pending_purchases,commerce,medium,2,881,23,1
840,claim_burst,claims,high,3,694,27,0
841,claim_burst,account,critical,4,218,22,1
842,inactive_spike,account,high,3,695,25,1
843,rejected_claims_volume,claims,high,3,805,8,1
844,other,account,medium,2,556,14,1
845,reject_rate,claims,medium,2,380,24,1
846,stale_pending_policies,catalog,high,3,131,8,1
847,unverified_provider,commerce,medium,2,416,20,1
848,inactive_spike,account,critical,4,341,19,1
849,lead_spike,commerce,critical,4,323,6,1
850,rejected_claims_volume,account,medium,2,404,12,1
851,stale_pending_policies,commerce,medium,2,650,8,0
852,claim_burst,claims,high,3,665,9,1
853,claim_burst,account,low,1,204,29,0
854,reject_rate,catalog,high,3,30,3,1
855,unverified_provider,claims,medium,2,5,6,0
856,reject_rate,commerce,medium,2,20,1,0
857,other,account,medium,2,482,11,1
858,rejected_claims_volume,commerce,critical,4,766,16,1
859,duplicate_email,commerce,low,1,271,6,1
860,claim_burst,account,high,3,135,26,1
861,rejected_claims_volume,commerce,critical,4,145,7,1
862,lead_spike,account,critical,4,395,10,1
863,claim_burst,claims,low,1,822,16,1
864,inactive_spike,claims,critical,4,824,15,1
865,rejected_claims_volume,claims,critical,4,579,14,1
866,other,claims,medium,2,111,27,1
867,lead_spike,claims,critical,4,535,18,1
868,duplicate_email,account,low,1,227,17,1
869,stale_pending_policies,catalog,medium,2,210,10,0
870,unverified_provider,commerce,low,1,232,15,1
871,pending_purchases,commerce,high,3,57,25,1
872,unverified_provider,account,high,3,527,8,1
873,rejected_claims_volume,claims,medium,2,329,4,0
874,lead_spike,commerce,critical,4,542,10,1
875,rejected_claims_volume,account,critical,4,448,16,0
876,rejected_claims_volume,claims,critical,4,730,14,1
877,pending_purchases,commerce,high,3,634,2,1
878,unverified_provider,catalog,high,3,137,2,1
879,duplicate_email,claims,low,1,308,22,0
880,pending_purchases,commerce,low,1,149,13,1
881,duplicate_email,account,medium,2,543,4,1
882,inactive_spike,commerce,critical,4,174,8,1
883,stale_pending_policies,catalog,high,3,127,29,1
884,duplicate_email,account,critical,4,485,8,1
885,lead_spike,commerce,critical,4,734,7,1
886,lead_spike,claims,critical,4,110,28,1
887,stale_pending_policies,commerce,low,1,262,17,1
888,other,claims,high,3,321,6,1
889,lead_spike,commerce,critical,4,58,27,0
890,rejected_claims_volume,claims,low,1,807,25,1
891,reject_rate,account,high,3,234,28,1
892,other,commerce,high,3,384,20,1
893,claim_burst,catalog,medium,2,13,30,1
894,stale_pending_policies,claims,low,1,746,6,0
895,claim_burst,commerce,high,3,390,14,1
896,claim_burst,claims,high,3,687,27,0
897,stale_pending_policies,claims,medium,2,878,24,1
898,lead_spike,account,critical,4,348,16,1
899,lead_spike,claims,high,3,256,3,1
900,reject_rate,commerce,low,1,233,12,0
901,inactive_spike,account,low,1,204,28,1
902,rejected_claims_volume,catalog,critical,4,388,10,1
903,rejected_claims_volume,catalog,high,3,752,27,1
904,lead_spike,commerce,low,1,615,19,1
905,inactive_spike,account,critical,4,13,29,1
906,inactive_spike,claims,high,3,556,12,1
907,rejected_claims_volume,account,low,1,473,19,1
908,pending_purchases,account,critical,4,95,6,1
909,unverified_provider,commerce,low,1,225,12,1
910,inactive_spike,catalog,low,1,427,7,0
911,pending_purchases,commerce,medium,2,504,18,1
912,rejected_claims_volume,account,medium,2,620,13,1
913,inactive_spike,claims,low,1,890,19,1
914,unverified_provider,account,low,1,515,28,1
915,rejected_claims_volume,claims,medium,2,574,7,0
916,reject_rate,catalog,critical,4,140,20,1
917,claim_burst,commerce,medium,2,526,21,1
918,lead_spike,account,high,3,735,6,1
919,rejected_claims_volume,claims,medium,2,530,27,1
920,reject_rate,claims,medium,2,600,24,1
921,stale_pending_policies,catalog,medium,2,280,27,1
922,inactive_spike,account,low,1,454,28,1
923,reject_rate,account,critical,4,146,11,1
924,other,claims,high,3,419,25,1
925,claim_burst,claims,critical,4,366,20,1
926,inactive_spike,commerce,medium,2,457,3,0
927,unverified_provider,commerce,high,3,189,14,1
928,reject_rate,catalog,critical,4,485,9,1
929,rejected_claims_volume,claims,medium,2,513,6,0
930,lead_spike,commerce,low,1,414,4,1
931,rejected_claims_volume,catalog,critical,4,661,5,1
932,duplicate_email,account,critical,4,363,17,1
933,other,catalog,high,3,161,18,1
934,other,account,medium,2,642,12,1
935,reject_rate,catalog,medium,2,349,26,1
936,stale_pending_policies,catalog,high,3,119,5,1
937,claim_burst,account,critical,4,452,16,1
938,unverified_provider,account,high,3,655,16,1
939,pending_purchases,commerce,high,3,18,12,1
940,unverified_provider,account,low,1,283,29,1
941,inactive_spike,catalog,critical,4,23,3,1
942,pending_purchases,account,medium,2,151,10,0
943,inactive_spike,account,low,1,752,24,1
944,other,account,low,1,792,30,1
945,duplicate_email,claims,critical,4,880,24,1
946,rejected_claims_volume,account,medium,2,612,5,0
947,duplicate_email,account,medium,2,128,2,0
948,unverified_provider,claims,medium,2,110,6,0
949,lead_spike,commerce,medium,2,370,4,1
950,rejected_claims_volume,catalog,critical,4,260,15,1
951,other,account,medium,2,170,6,0
952,lead_spike,commerce,low,1,457,17,1
953,lead_spike,account,low,1,463,15,1
954,lead_spike,commerce,medium,2,881,2,1
955,rejected_claims_volume,claims,critical,4,161,23,1
956,stale_pending_policies,account,high,3,425,23,1
957,reject_rate,catalog,critical,4,342,16,1
958,claim_burst,claims,critical,4,196,9,1
959,stale_pending_policies,claims,low,1,594,23,1
960,stale_pending_policies,commerce,high,3,163,19,1
961,other,catalog,low,1,504,30,1
962,duplicate_email,account,low,1,588,14,1
963,stale_pending_policies,catalog,low,1,90,19,1
964,inactive_spike,account,low,1,621,28,1
965,unverified_provider,commerce,critical,4,665,12,1
966,reject_rate,catalog,high,3,220,3,1
967,lead_spike,commerce,medium,2,521,17,1
968,reject_rate,catalog,high,3,468,21,1
969,stale_pending_policies,catalog,critical,4,122,2,1
970,stale_pending_policies,claims,high,3,55,20,1
971,claim_burst,claims,critical,4,879,8,1
972,inactive_spike,account,low,1,89,3,0
973,unverified_provider,account,critical,4,898,23,1
974,rejected_claims_volume,commerce,medium,2,140,21,1
975,rejected_claims_volume,account,high,3,345,6,1
976,rejected_claims_volume,claims,medium,2,257,9,0
977,inactive_spike,claims,high,3,790,3,1
978,inactive_spike,catalog,critical,4,481,26,1
979,pending_purchases,account,medium,2,669,15,1
980,reject_rate,claims,medium,2,534,22,1
981,pending_purchases,commerce,medium,2,141,29,1
982,other,catalog,high,3,102,18,1
983,inactive_spike,commerce,low,1,377,13,1
984,rejected_claims_volume,claims,high,3,339,13,1
985,claim_burst,claims,low,1,326,7,1
986,pending_purchases,commerce,high,3,577,25,1
987,pending_purchases,commerce,medium,2,557,28,1
988,claim_burst,claims,medium,2,308,10,1
989,pending_purchases,claims,low,1,431,1,0
990,unverified_provider,account,low,1,772,27,1
991,rejected_claims_volume,account,low,1,198,22,1
992,unverified_provider,account,critical,4,90,9,1
993,inactive_spike,account,high,3,728,19,1
994,duplicate_email,claims,medium,2,184,29,1
995,unverified_provider,account,low,1,274,19,1
996,lead_spike,commerce,critical,4,415,23,0
997,unverified_provider,catalog,high,3,527,5,1
998,other,account,low,1,438,20,1
999,inactive_spike,catalog,high,3,565,5,1
1000,claim_burst,commerce,medium,2,167,6,1
1001,claim_burst,account,low,1,164,10,1
1002,inactive_spike,account,critical,4,475,18,1
1003,unverified_provider,account,medium,2,243,30,1
1004,reject_rate,claims,high,3,248,25,1
1005,stale_pending_policies,catalog,critical,4,344,16,1
1006,other,claims,low,1,464,17,1
1007,claim_burst,account,medium,2,203,3,1
1008,lead_spike,commerce,high,3,665,3,1
1009,unverified_provider,commerce,critical,4,251,22,1
1010,pending_purchases,commerce,low,1,724,17,1
1011,rejected_claims_volume,claims,critical,4,126,28,1
1012,stale_pending_policies,claims,low,1,292,17,0
1013,duplicate_email,account,medium,2,523,13,1
1014,rejected_claims_volume,claims,critical,4,94,8,1
1015,pending_purchases,account,critical,4,104,7,1
1016,other,commerce,high,3,255,9,1
1017,claim_burst,commerce,critical,4,427,23,1
1018,duplicate_email,account,low,1,59,18,1
1019,reject_rate,commerce,low,1,392,17,1
1020,inactive_spike,commerce,critical,4,577,26,1
1021,reject_rate,account,critical,4,130,5,0
1022,unverified_provider,catalog,low,1,715,6,0
1023,lead_spike,account,low,1,116,26,1
1024,unverified_provider,account,high,3,357,6,1
1025,pending_purchases,commerce,high,3,166,15,1
1026,duplicate_email,account,critical,4,886,8,1
1027,pending_purchases,claims,high,3,735,4,1
1028,unverified_provider,catalog,medium,2,4,5,1
1029,unverified_provider,commerce,high,3,605,11,1
1030,other,catalog,medium,2,319,17,1
1031,unverified_provider,commerce,high,3,523,18,1
1032,rejected_claims_volume,claims,medium,2,516,1,0
1033,duplicate_email,claims,high,3,283,4,1
1034,reject_rate,catalog,critical,4,255,23,1
1035,stale_pending_policies,catalog,high,3,412,27,1
1036,pending_purchases,commerce,medium,2,747,15,1
1037,pending_purchases,commerce,low,1,773,12,1
1038,stale_pending_policies,claims,critical,4,671,24,1
1039,lead_spike,commerce,high,3,562,2,1
1040,duplicate_email,catalog,high,3,824,26,1
1041,pending_purchases,commerce,medium,2,500,4,0
1042,reject_rate,commerce,low,1,730,5,0
1043,reject_rate,catalog,critical,4,296,14,1
1044,other,claims,medium,2,730,6,0
1045,reject_rate,account,medium,2,340,2,0
1046,inactive_spike,account,medium,2,156,25,1
1047,duplicate_email,account,high,3,451,17,1
1048,other,commerce,critical,4,400,6,1
1049,pending_purchases,account,low,1,780,11,0
1050,claim_burst,account,medium,2,212,1,1
1051,claim_burst,claims,medium,2,726,28,1
1052,claim_burst,claims,high,3,125,2,1
1053,inactive_spike,account,low,1,244,7,0
1054,reject_rate,catalog,low,1,234,4,0
1055,claim_burst,catalog,critical,4,250,11,1
1056,stale_pending_policies,catalog,high,3,276,16,1
1057,lead_spike,catalog,low,1,56,22,1
1058,rejected_claims_volume,claims,medium,2,797,20,1
1059,inactive_spike,catalog,low,1,267,25,1
1060,other,catalog,low,1,319,15,1
1061,duplicate_email,account,low,1,189,12,0
1062,stale_pending_policies,catalog,high,3,719,12,1
1063,unverified_provider,claims,critical,4,117,12,1
1064,claim_burst,claims,critical,4,367,28,1
1065,claim_burst,commerce,low,1,633,23,1
1066,unverified_provider,account,high,3,141,11,1
1067,unverified_provider,account,critical,4,24,29,1
1068,duplicate_email,catalog,medium,2,681,18,1
1069,claim_burst,catalog,medium,2,809,23,1
1070,stale_pending_policies,commerce,low,1,30,13,1
1071,lead_spike,commerce,low,1,509,18,1
1072,rejected_claims_volume,claims,low,1,661,6,0
1073,stale_pending_policies,commerce,medium,2,719,20,1
1074,rejected_claims_volume,commerce,medium,2,734,16,1
1075,duplicate_email,account,high,3,309,22,1
1076,pending_purchases,claims,high,3,581,5,1
1077,pending_purchases,commerce,medium,2,842,2,0
1078,duplicate_email,account,low,1,607,30,1
1079,claim_burst,claims,low,1,182,29,1
1080,duplicate_email,account,medium,2,451,3,1
1081,stale_pending_policies,catalog,medium,2,208,11,0
1082,lead_spike,commerce,medium,2,345,12,0
1083,duplicate_email,account,low,1,52,6,1
1084,rejected_claims_volume,commerce,low,1,891,7,0
1085,stale_pending_policies,catalog,high,3,567,30,0
1086,pending_purchases,account,medium,2,316,3,0
1087,stale_pending_policies,catalog,medium,2,392,23,1
1088,reject_rate,catalog,critical,4,850,7,1
1089,claim_burst,claims,medium,2,137,23,1
1090,unverified_provider,account,medium,2,451,26,1
1091,pending_purchases,commerce,low,1,640,25,1
1092,pending_purchases,commerce,medium,2,356,16,1
1093,inactive_spike,catalog,medium,2,436,30,1
1094,stale_pending_policies,claims,medium,2,670,24,1
1095,unverified_provider,account,high,3,651,4,1
1096,stale_pending_policies,catalog,medium,2,324,14,1
1097,claim_burst,commerce,medium,2,566,18,1
1098,pending_purchases,claims,medium,2,300,22,1
1099,reject_rate,catalog,critical,4,855,22,1
1100,inactive_spike,catalog,low,1,160,14,1
1101,claim_burst,claims,critical,4,398,9,1
1102,lead_spike,claims,medium,2,166,16,1
1103,rejected_claims_volume,claims,critical,4,857,4,0
1104,rejected_claims_volume,claims,low,1,551,14,1
1105,lead_spike,commerce,medium,2,587,6,1
1106,unverified_provider,commerce,low,1,659,6,0
1107,claim_burst,claims,low,1,62,27,1
1108,unverified_provider,account,medium,2,87,9,0
1109,unverified_provider,account,medium,2,257,1,0
1110,claim_burst,catalog,medium,2,808,29,1
1111,lead_spike,account,low,1,118,11,1
1112,stale_pending_policies,catalog,low,1,231,7,0
1113,lead_spike,commerce,critical,4,668,30,1
1114,claim_burst,claims,low,1,634,26,1
1115,stale_pending_policies,catalog,critical,4,282,6,1
1116,inactive_spike,catalog,low,1,574,7,0
1117,other,claims,low,1,82,22,1
1118,other,catalog,low,1,266,21,1
1119,stale_pending_policies,claims,critical,4,838,5,1
1120,stale_pending_policies,catalog,medium,2,147,21,1
1121,rejected_claims_volume,account,low,1,392,15,1
1122,claim_burst,claims,medium,2,50,22,0
1123,lead_spike,account,high,3,815,18,1
1124,unverified_provider,claims,low,1,307,1,0
1125,lead_spike,commerce,critical,4,652,17,1
1126,duplicate_email,account,critical,4,308,16,1
1127,unverified_provider,catalog,medium,2,390,7,0
1128,pending_purchases,catalog,high,3,855,4,1
1129,claim_burst,catalog,medium,2,158,15,1
1130,pending_purchases,commerce,medium,2,436,5,0
1131,unverified_provider,claims,low,1,427,3,1
1132,stale_pending_policies,catalog,high,3,601,15,1
1133,duplicate_email,account,low,1,415,10,1
1134,lead_spike,account,high,3,130,26,1
1135,duplicate_email,account,medium,2,654,3,1
1136,rejected_claims_volume,claims,low,1,141,10,0
1137,lead_spike,catalog,medium,2,321,27,1
1138,inactive_spike,account,critical,4,313,20,0
1139,duplicate_email,account,low,1,586,23,1
1140,lead_spike,commerce,high,3,192,19,1
1141,pending_purchases,commerce,high,3,307,18,1
1142,duplicate_email,account,critical,4,349,8,1
1143,pending_purchases,commerce,high,3,737,10,1
1144,reject_rate,catalog,high,3,610,20,1
1145,other,catalog,high,3,834,28,1
1146,unverified_provider,claims,medium,2,830,26,1
1147,unverified_provider,account,medium,2,370,9,0
1148,claim_burst,claims,medium,2,731,21,1
1149,duplicate_email,account,critical,4,45,29,1
1150,pending_purchases,catalog,critical,4,201,12,1
1151,pending_purchases,commerce,critical,4,528,13,1
1152,other,claims,high,3,570,15,0
1153,unverified_provider,account,low,1,733,18,1
1154,reject_rate,commerce,high,3,807,15,1
1155,lead_spike,commerce,medium,2,865,18,1
1156,unverified_provider,claims,medium,2,490,11,0
1157,inactive_spike,claims,medium,2,869,26,1
1158,rejected_claims_volume,commerce,high,3,211,13,1
1159,claim_burst,catalog,critical,4,13,15,1
1160,reject_rate,catalog,low,1,234,13,1
1161,claim_burst,account,critical,4,727,14,1
1162,unverified_provider,account,high,3,219,2,1
1163,reject_rate,account,low,1,783,28,1
1164,stale_pending_policies,catalog,critical,4,159,29,1
1165,rejected_claims_volume,commerce,medium,2,196,3,0
1166,lead_spike,commerce,medium,2,832,10,1
1167,duplicate_email,commerce,high,3,520,4,0
1168,lead_spike,commerce,high,3,679,9,1
1169,lead_spike,catalog,critical,4,778,19,1
1170,pending_purchases,account,medium,2,829,4,0
1171,inactive_spike,claims,medium,2,505,22,1
1172,other,commerce,critical,4,494,26,0
1173,stale_pending_policies,claims,low,1,179,15,0
1174,duplicate_email,catalog,critical,4,762,14,1
1175,inactive_spike,account,medium,2,799,2,0
1176,claim_burst,claims,critical,4,426,13,0
1177,unverified_provider,account,critical,4,208,8,1
1178,duplicate_email,account,low,1,874,14,1
1179,stale_pending_policies,catalog,high,3,858,4,1
1180,duplicate_email,commerce,critical,4,644,9,1
1181,inactive_spike,account,critical,4,107,16,1
1182,inactive_spike,account,critical,4,820,17,1
1183,pending_purchases,account,critical,4,892,25,1
1184,duplicate_email,commerce,critical,4,681,20,1
1185,stale_pending_policies,account,medium,2,360,19,1
1186,unverified_provider,account,low,1,340,10,0
1187,reject_rate,catalog,low,1,441,15,1
1188,rejected_claims_volume,claims,critical,4,312,21,1
1189,pending_purchases,account,low,1,152,11,0
1190,lead_spike,account,medium,2,32,30,1
1191,claim_burst,commerce,critical,4,858,8,1
1192,lead_spike,commerce,medium,2,825,25,1
1193,unverified_provider,account,critical,4,355,5,1
1194,stale_pending_policies,claims,high,3,380,1,1
1195,duplicate_email,catalog,low,1,168,27,1
1196,reject_rate,catalog,low,1,335,11,1
1197,unverified_provider,catalog,high,3,555,23,0
1198,stale_pending_policies,account,critical,4,520,25,1
1199,unverified_provider,account,medium,2,830,10,0
1200,duplicate_email,account,high,3,100,29,1
1201,stale_pending_policies,catalog,high,3,854,5,1
1202,lead_spike,commerce,critical,4,701,5,1
1203,claim_burst,catalog,high,3,620,18,1
1204,reject_rate,commerce,medium,2,712,23,0
1205,unverified_provider,account,high,3,785,1,1
1206,pending_purchases,account,critical,4,826,27,1
1207,unverified_provider,catalog,high,3,412,29,1
1208,unverified_provider,claims,low,1,94,30,1
1209,duplicate_email,account,critical,4,680,2,1
1210,stale_pending_policies,catalog,low,1,32,13,1
1211,rejected_claims_volume,claims,critical,4,732,12,1
1212,lead_spike,commerce,medium,2,898,13,0
1213,claim_burst,catalog,low,1,220,14,1
1214,inactive_spike,commerce,critical,4,311,13,1
1215,other,account,critical,4,65,19,1
1216,claim_burst,catalog,high,3,405,4,1
1217,rejected_claims_volume,claims,medium,2,7,16,1
1218,pending_purchases,commerce,low,1,571,21,1
1219,reject_rate,account,medium,2,316,14,1
