id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
699,theft,life,abbottabad,kpk,10564,53,17,0.6843,1,5,0,rejected,1
700,damage,life,quetta,balochistan,21287,45,34,1.3551,1,4,0,approved,1
701,home,life,rawalpindi,punjab,24650,61,14,2.7706,3,9,2,rejected,1
702,pet_care,others,islamabad,islamabad,13917,44,36,0.7933,1,5,0,approved,1
703,auto,auto,sialkot,punjab,169893,61,38,7.1655,0,1,0,rejected,1
704,damage,pet,peshawar,kpk,13494,58,45,1.3151,0,2,1,in_review,1
705,auto,others,mardan,kpk,5000,61,19,0.5558,1,7,0,approved,1
706,medical,home,rawalpindi,punjab,42825,61,0,2.1043,1,6,0,submitted,0
707,pet,home,karachi,sindh,272330,61,0,139.2992,1,6,0,approved,1
708,damage,others,multan,punjab,56650,58,27,7.8376,0,2,3,in_review,0
709,medical,others,islamabad,islamabad,19397,53,16,3.6175,0,5,0,rejected,1
710,pet,home,hyderabad,sindh,8833,64,19,0.4063,0,2,2,rejected,1
711,accident,home,karachi,sindh,13471,61,9,0.7644,0,3,0,in_review,0
712,auto,life,gujranwala,punjab,31720,45,17,2.3596,4,9,1,rejected,1
713,auto,home,sialkot,punjab,20445,56,2,0.8264,0,5,0,approved,0
714,medical,pet,abbottabad,kpk,11476,56,31,1.1241,0,6,1,submitted,1
715,auto,auto,faisalabad,punjab,60910,64,22,12.0997,1,2,0,in_review,0
716,other,home,karachi,sindh,19296,53,27,1.1196,1,6,0,rejected,1
717,theft,life,mardan,kpk,56947,45,30,5.9289,1,5,0,rejected,1
718,other,auto,multan,punjab,26992,64,5,4.9554,0,4,0,rejected,1
719,auto,pet,lahore,punjab,32249,44,7,1.7712,0,2,1,rejected,1
720,accident,auto,lahore,punjab,15641,45,38,10.3105,0,2,2,in_review,1
721,theft,home,abbottabad,kpk,124329,64,8,63.8567,0,6,0,in_review,0
722,pet_care,auto,peshawar,kpk,60017,53,2,4.2614,0,3,2,approved,0
723,other,life,gujranwala,punjab,51869,61,12,3.0443,1,3,2,in_review,0
724,life,home,karachi,sindh,34348,64,32,9.2383,0,2,0,rejected,1
725,other,home,quetta,balochistan,35723,45,32,1.4741,0,6,0,submitted,1
726,pet_care,auto,rawalpindi,punjab,18562,64,44,11.4793,2,8,0,in_review,1
727,medical,life,mardan,kpk,40020,53,2,3.8862,0,5,0,in_review,0
728,pet_care,home,abbottabad,kpk,6723,64,40,0.696,0,5,2,in_review,1
729,auto,others,gujranwala,punjab,11239,56,17,0.926,0,0,0,approved,0
730,auto,life,islamabad,islamabad,57624,53,28,2.6169,0,1,0,submitted,0
731,medical,pet,sialkot,punjab,19863,53,11,3.1231,1,6,0,in_review,1
732,damage,auto,islamabad,islamabad,51854,45,9,3.5967,0,3,2,submitted,0
733,pet,auto,mardan,kpk,46927,45,1,24.8818,2,8,1,approved,0
734,theft,life,rawalpindi,punjab,76193,45,0,3.4542,0,6,0,approved,0
735,life,others,hyderabad,sindh,20522,64,15,2.9981,0,2,0,approved,1
736,accident,home,sukkur,sindh,20943,56,24,1.8661,0,2,0,submitted,0
737,theft,pet,rawalpindi,punjab,25217,45,21,4.9368,0,0,2,rejected,1
738,pet,life,peshawar,kpk,50312,44,42,6.7605,1,3,0,approved,1
739,life,life,gujranwala,punjab,322578,56,9,13.003,0,3,0,submitted,0
740,theft,others,karachi,sindh,16148,56,8,1.5198,1,3,0,submitted,0
741,auto,others,quetta,balochistan,9901,53,41,0.4428,0,4,0,submitted,1
742,medical,pet,faisalabad,punjab,73237,53,44,3.5661,1,2,0,rejected,1
743,accident,life,sukkur,sindh,12770,44,8,0.7499,0,6,1,submitted,0
744,medical,home,mardan,kpk,5205,61,9,0.8653,1,6,3,in_review,1
745,theft,others,faisalabad,punjab,11582,53,5,0.6764,0,4,1,submitted,0
746,damage,pet,mardan,kpk,129420,58,19,21.2477,0,2,0,approved,0
747,damage,home,abbottabad,kpk,44118,64,10,17.2876,0,3,0,submitted,0
748,pet_care,others,sukkur,sindh,63630,44,10,5.5196,4,8,0,rejected,1
749,auto,others,lahore,punjab,14229,45,35,1.6406,2,5,0,submitted,1
750,damage,home,quetta,balochistan,48106,45,6,3.5186,0,4,1,in_review,1
751,pet_care,auto,sukkur,sindh,6865,53,19,1.3763,1,6,2,rejected,1
752,other,others,lahore,punjab,155615,64,3,7.7917,0,2,0,in_review,0
753,auto,others,multan,punjab,149867,45,8,12.6963,0,5,0,rejected,0
754,auto,pet,peshawar,kpk,24786,45,29,9.0958,2,2,2,rejected,1
755,damage,auto,sukkur,sindh,42421,56,28,2.3032,0,2,0,submitted,1
756,auto,auto,multan,punjab,65875,58,5,3.0638,0,2,0,in_review,0
757,pet_care,others,sialkot,punjab,16769,44,29,1.2821,4,6,1,submitted,1
758,damage,home,peshawar,kpk,12461,56,43,0.7121,0,4,1,in_review,1
759,auto,others,hyderabad,sindh,73290,45,9,7.2478,0,1,0,approved,0
760,life,home,sialkot,punjab,32707,45,29,1.9509,0,5,0,submitted,0
761,medical,pet,sialkot,punjab,33823,45,30,9.3641,0,0,0,submitted,0
762,medical,life,peshawar,kpk,20719,61,1,8.2023,0,5,0,rejected,0
763,auto,home,gujranwala,punjab,31912,44,13,1.2849,0,0,0,submitted,0
764,pet_care,auto,multan,punjab,135444,56,34,10.463,3,6,0,submitted,1
765,pet,others,multan,punjab,82110,64,9,20.2791,1,7,2,in_review,1
766,life,auto,hyderabad,sindh,26861,58,0,2.2633,3,9,0,submitted,1
767,other,home,lahore,punjab,57930,56,44,6.6871,1,2,0,rejected,1
768,other,home,sialkot,punjab,37210,58,44,2.7727,1,4,0,in_review,1
769,pet,pet,sukkur,sindh,17601,64,27,1.4076,0,4,0,submitted,0
770,auto,life,mardan,kpk,55267,58,40,2.5319,0,6,0,in_review,1
771,medical,auto,quetta,balochistan,39733,45,30,2.4232,0,6,2,submitted,0
772,auto,home,sialkot,punjab,36898,44,42,4.1754,0,6,2,rejected,0
773,auto,home,lahore,punjab,15437,64,33,6.5411,0,4,3,rejected,1
774,auto,auto,peshawar,kpk,30525,61,36,1.3497,0,5,0,rejected,1
775,home,others,rawalpindi,punjab,8669,45,8,0.5476,1,7,0,in_review,0
776,damage,life,multan,punjab,11893,56,40,2.611,0,5,0,approved,1
777,accident,auto,hyderabad,sindh,49827,53,15,2.2354,0,4,1,submitted,0
778,accident,life,faisalabad,punjab,62574,45,37,10.0747,0,4,0,rejected,1
779,damage,home,faisalabad,punjab,21996,61,1,1.2431,0,5,0,submitted,0
780,home,pet,quetta,balochistan,11538,64,38,1.702,0,2,3,submitted,1
781,other,others,lahore,punjab,37988,53,7,5.6783,1,5,0,rejected,1
782,home,home,multan,punjab,25815,56,44,10.4684,0,3,0,approved,1
783,pet,life,hyderabad,sindh,5768,44,12,0.325,0,5,1,in_review,0
784,theft,others,quetta,balochistan,8840,61,31,0.426,2,5,0,in_review,1
785,other,home,peshawar,kpk,28222,45,23,2.0085,0,0,2,in_review,0
786,pet_care,others,islamabad,islamabad,159705,64,25,7.0547,0,6,0,rejected,1
787,theft,auto,abbottabad,kpk,14815,64,7,1.0831,0,0,1,rejected,1
788,home,auto,sukkur,sindh,23304,53,33,6.3499,0,2,1,approved,1
789,auto,pet,sialkot,punjab,35960,61,17,2.9994,0,3,0,in_review,0
790,medical,others,lahore,punjab,40844,44,29,3.7679,0,3,0,approved,0
791,accident,home,hyderabad,sindh,86741,44,19,18.7914,0,2,0,in_review,0
792,accident,pet,gujranwala,punjab,158706,45,41,6.5255,2,6,0,rejected,0
793,accident,auto,faisalabad,punjab,274719,56,14,22.7435,0,5,2,in_review,0
794,pet,home,mardan,kpk,6468,64,7,2.0087,3,3,0,submitted,1
795,damage,auto,peshawar,kpk,15333,61,9,0.9239,1,6,0,rejected,1
796,life,life,sialkot,punjab,20434,45,18,1.18,0,6,1,rejected,1
797,theft,pet,lahore,punjab,66540,64,6,7.8634,0,4,1,in_review,0
798,pet_care,pet,abbottabad,kpk,66200,53,8,10.113,2,5,3,rejected,1
799,medical,home,gujranwala,punjab,17183,45,36,1.1185,0,0,1,rejected,0
800,life,auto,gujranwala,punjab,33583,44,22,13.7861,0,4,0,submitted,0
801,auto,others,karachi,sindh,22936,45,23,1.2642,0,3,1,submitted,0
802,medical,pet,rawalpindi,punjab,15043,61,33,0.7175,0,0,0,approved,1
803,accident,home,peshawar,kpk,15335,53,17,1.5002,2,7,1,submitted,0
804,medical,life,hyderabad,sindh,19191,44,40,2.329,1,3,1,approved,1
805,other,pet,mardan,kpk,207804,64,10,18.0636,1,2,0,submitted,0
806,accident,pet,karachi,sindh,73853,64,0,5.9339,3,7,0,rejected,1
807,accident,home,peshawar,kpk,38057,45,9,1.6002,0,6,1,submitted,0
808,home,others,gujranwala,punjab,35143,64,0,1.5123,0,2,2,submitted,0
809,pet,home,rawalpindi,punjab,182559,64,9,12.2154,0,1,0,submitted,0
810,theft,auto,karachi,sindh,15776,58,40,0.7033,4,8,0,in_review,1
811,auto,others,karachi,sindh,26715,64,33,2.5317,2,2,0,submitted,1
812,home,life,faisalabad,punjab,36124,56,29,20.3745,0,2,0,rejected,1
813,pet_care,home,quetta,balochistan,15942,58,3,1.4289,0,3,0,approved,1
814,damage,life,gujranwala,punjab,109586,45,9,6.1054,1,2,3,rejected,1
815,theft,life,multan,punjab,34058,61,43,13.3404,0,0,2,in_review,1
816,damage,others,karachi,sindh,18746,44,12,0.7894,0,2,0,submitted,0
817,auto,pet,faisalabad,punjab,41528,64,32,6.8744,0,3,0,submitted,1
818,pet,home,quetta,balochistan,44259,44,39,2.8943,0,6,0,submitted,1
819,life,others,hyderabad,sindh,15083,45,41,4.5985,0,0,1,submitted,1
820,accident,home,mardan,kpk,102047,53,3,4.9403,0,4,1,submitted,0
821,damage,life,abbottabad,kpk,127241,45,12,10.8874,0,1,0,approved,0
822,medical,auto,faisalabad,punjab,8224,64,25,0.4831,3,5,0,rejected,1
823,pet,life,islamabad,islamabad,265646,45,39,12.311,0,5,0,rejected,1
824,medical,auto,sukkur,sindh,41672,44,18,1.7061,1,5,0,in_review,0
825,theft,pet,karachi,sindh,17016,61,7,1.1035,0,2,0,submitted,1
826,home,auto,hyderabad,sindh,7914,53,32,0.4791,0,5,0,approved,1
827,damage,life,abbottabad,kpk,15196,44,8,0.7616,1,6,0,submitted,1
828,life,pet,hyderabad,sindh,64792,44,32,3.0345,0,2,0,in_review,1
829,auto,home,lahore,punjab,69315,45,6,28.0969,0,5,0,rejected,1
830,medical,home,rawalpindi,punjab,71757,64,4,5.0946,1,1,0,approved,0
831,home,others,abbottabad,kpk,95162,58,44,38.6053,0,5,0,rejected,1
832,life,pet,abbottabad,kpk,7018,53,27,0.6454,0,0,0,approved,0
833,damage,home,sialkot,punjab,79074,56,21,5.3177,1,6,0,submitted,0
834,medical,others,islamabad,islamabad,36389,56,35,2.1376,2,5,0,submitted,1
835,other,home,rawalpindi,punjab,25509,64,14,1.3827,1,3,0,in_review,0
836,pet_care,pet,mardan,kpk,80220,44,39,6.0649,0,0,0,approved,1
837,pet_care,home,lahore,punjab,31201,56,3,2.4808,0,6,1,approved,0
838,theft,others,peshawar,kpk,28109,45,26,1.1455,2,5,2,in_review,0
839,theft,home,hyderabad,sindh,18903,44,30,1.0425,1,2,0,approved,1
840,medical,others,peshawar,kpk,106071,58,35,7.614,0,6,0,rejected,1
841,auto,others,rawalpindi,punjab,14308,64,23,2.7063,0,3,2,rejected,1
842,other,home,multan,punjab,103564,53,0,6.8882,2,2,0,submitted,0
843,accident,life,sialkot,punjab,49865,56,18,2.3478,1,4,0,approved,1
844,pet,auto,hyderabad,sindh,63880,58,14,2.5958,1,3,1,in_review,0
845,medical,others,gujranwala,punjab,67167,64,3,5.6216,2,7,2,submitted,0
846,medical,auto,islamabad,islamabad,7244,45,13,0.3901,0,6,1,approved,0
847,life,pet,faisalabad,punjab,36252,61,17,16.5007,0,0,0,submitted,0
848,auto,pet,hyderabad,sindh,18297,61,42,6.1919,0,5,0,in_review,1
849,other,life,islamabad,islamabad,117131,64,1,11.5948,1,5,0,submitted,0
850,accident,home,sukkur,sindh,39860,44,36,2.8037,0,3,0,rejected,1
851,accident,life,quetta,balochistan,15607,61,21,0.6539,0,2,0,in_review,0
852,other,home,faisalabad,punjab,42430,56,16,3.6717,0,0,0,submitted,1
853,home,pet,abbottabad,kpk,92634,64,39,4.6932,3,6,0,in_review,1
854,life,auto,multan,punjab,49704,64,41,2.2436,0,4,1,in_review,0
855,medical,home,mardan,kpk,38768,64,15,3.8815,0,4,0,approved,0
856,home,others,sialkot,punjab,25278,56,18,1.0614,0,4,1,in_review,0
857,home,pet,gujranwala,punjab,11545,56,18,0.5277,2,2,0,rejected,1
858,pet,others,quetta,balochistan,23195,56,42,1.1285,0,5,0,approved,1
859,medical,others,sukkur,sindh,77367,45,34,3.8069,2,6,1,submitted,1
860,pet,pet,sialkot,punjab,11985,64,15,1.1613,0,6,3,rejected,1
861,theft,auto,hyderabad,sindh,26131,45,32,1.75,2,7,0,rejected,1
862,auto,auto,peshawar,kpk,86727,56,26,15.4731,1,7,0,in_review,0
863,auto,pet,sukkur,sindh,49984,56,12,7.8566,2,2,0,submitted,0
864,pet,pet,mardan,kpk,25806,56,4,5.3662,0,4,2,submitted,0
865,auto,others,multan,punjab,22448,45,21,0.9041,4,4,0,in_review,1
866,auto,pet,mardan,kpk,19493,56,8,1.2356,1,5,2,approved,0
867,accident,others,peshawar,kpk,59358,58,20,4.3581,0,5,0,approved,0
868,life,life,lahore,punjab,38464,61,32,1.9246,0,3,0,rejected,1
869,accident,auto,karachi,sindh,23408,45,10,1.2645,0,3,0,rejected,1
870,pet_care,others,quetta,balochistan,18054,56,32,3.6275,0,0,2,rejected,0
871,accident,life,multan,punjab,178202,56,28,16.6001,2,4,2,approved,0
872,auto,pet,gujranwala,punjab,54435,45,22,12.5253,1,2,1,in_review,0
873,home,life,hyderabad,sindh,110076,64,4,4.9664,2,2,0,in_review,0
874,pet,home,abbottabad,kpk,52275,58,9,2.3703,2,7,0,rejected,1
875,theft,others,islamabad,islamabad,40645,64,11,4.7717,0,2,0,rejected,1
876,life,others,abbottabad,kpk,207731,61,31,28.0718,1,5,0,approved,1
877,pet_care,pet,hyderabad,sindh,18432,58,11,1.5155,3,8,0,submitted,1
878,life,pet,peshawar,kpk,48907,53,17,3.2605,2,8,0,in_review,0
879,home,pet,karachi,sindh,31063,44,3,1.9437,0,1,0,approved,0
880,auto,auto,peshawar,kpk,46734,64,7,6.7176,0,4,0,approved,0
881,theft,life,sialkot,punjab,13872,61,10,0.7071,2,3,0,rejected,1
882,home,pet,multan,punjab,26744,44,10,1.3632,0,1,0,rejected,0
883,theft,pet,abbottabad,kpk,24635,61,4,1.6838,0,5,1,rejected,1
884,other,pet,multan,punjab,23144,44,19,1.0842,0,0,0,submitted,0
885,auto,home,multan,punjab,43576,53,44,2.9415,0,3,1,in_review,1
886,theft,pet,multan,punjab,122690,58,14,6.0039,0,4,0,in_review,0
887,theft,home,sukkur,sindh,42507,58,25,6.0328,0,6,0,rejected,0
888,life,life,karachi,sindh,341592,64,2,29.1834,1,5,0,approved,0
889,medical,others,quetta,balochistan,40233,53,41,2.2972,0,5,0,approved,1
890,auto,home,karachi,sindh,58299,56,7,10.282,0,6,3,approved,0
891,life,auto,abbottabad,kpk,33564,61,35,1.7959,0,2,0,in_review,1
892,pet_care,others,sialkot,punjab,144187,56,10,6.6584,0,5,0,in_review,0
893,pet_care,pet,hyderabad,sindh,363167,56,8,43.229,0,6,0,in_review,0
894,damage,pet,faisalabad,punjab,25396,45,44,15.0897,0,2,0,submitted,1
895,theft,life,abbottabad,kpk,89640,53,0,4.5222,0,6,2,submitted,0
896,pet_care,life,peshawar,kpk,167353,53,41,11.3737,0,1,0,rejected,1
897,pet_care,others,faisalabad,punjab,110275,64,24,19.5142,1,7,0,in_review,0
898,other,pet,multan,punjab,44673,64,30,6.3746,0,0,0,submitted,0
899,life,life,gujranwala,punjab,61620,61,25,3.4432,1,6,0,in_review,0
900,home,others,faisalabad,punjab,278700,58,35,13.0618,0,6,0,approved,1
901,auto,life,rawalpindi,punjab,68814,53,27,29.5593,1,2,0,rejected,1
902,accident,auto,hyderabad,sindh,37811,64,19,2.837,0,2,2,approved,0
903,accident,life,abbottabad,kpk,56078,64,3,3.2628,2,5,3,submitted,0
904,life,others,quetta,balochistan,74522,56,11,15.1962,0,6,1,approved,0
905,accident,life,faisalabad,punjab,5000,64,41,0.2587,0,5,1,in_review,1
906,damage,others,mardan,kpk,55511,61,25,4.1116,2,7,0,rejected,1
907,pet,auto,mardan,kpk,11452,53,17,1.1187,1,4,0,approved,0
908,pet,life,faisalabad,punjab,26425,58,5,2.0827,0,0,0,approved,0
909,other,home,quetta,balochistan,64198,58,23,9.1087,0,5,2,in_review,0
910,medical,auto,gujranwala,punjab,27962,56,17,8.6116,1,4,0,rejected,1
911,medical,auto,gujranwala,punjab,54981,64,31,5.4992,1,3,1,submitted,1
912,damage,home,islamabad,islamabad,24785,61,13,1.1987,0,6,0,in_review,0
913,pet,others,islamabad,islamabad,18010,45,2,1.7465,0,5,0,rejected,1
914,home,life,peshawar,kpk,431813,45,20,31.1037,1,7,2,rejected,1
915,home,life,abbottabad,kpk,17111,58,10,3.5775,0,6,0,submitted,0
916,auto,pet,hyderabad,sindh,19742,58,21,2.0823,1,3,0,rejected,1
917,pet,home,karachi,sindh,31015,56,32,2.0068,3,7,3,rejected,1
918,other,auto,rawalpindi,punjab,103913,64,9,4.4717,0,1,0,rejected,1
919,damage,life,gujranwala,punjab,25460,64,9,6.1602,0,1,0,submitted,0
920,auto,auto,hyderabad,sindh,25437,45,15,1.0869,0,2,1,rejected,1
921,home,life,islamabad,islamabad,67383,45,25,2.854,0,5,1,approved,0
922,other,auto,quetta,balochistan,26740,61,0,2.9049,2,7,0,submitted,0
923,medical,life,karachi,sindh,17749,56,27,3.9077,0,3,0,submitted,1
924,auto,auto,rawalpindi,punjab,198457,45,29,13.6415,0,5,0,submitted,0
925,accident,auto,sialkot,punjab,43791,64,29,7.6584,0,5,0,approved,0
926,pet_care,home,peshawar,kpk,36847,64,45,2.2669,2,4,0,rejected,1
927,pet,pet,islamabad,islamabad,16801,58,39,0.7116,0,3,0,approved,1
928,life,life,lahore,punjab,53364,44,21,2.5246,1,1,0,rejected,1
929,auto,home,hyderabad,sindh,26267,64,7,2.1642,1,5,1,rejected,1
930,pet,home,rawalpindi,punjab,52090,64,17,8.3491,4,9,0,submitted,0
931,home,life,lahore,punjab,66924,61,6,10.6094,0,5,0,in_review,0
932,accident,auto,mardan,kpk,137260,61,5,13.8423,3,9,0,in_review,1
933,other,others,sukkur,sindh,49777,58,36,5.2469,0,3,0,rejected,1
934,accident,others,karachi,sindh,53013,53,26,7.1264,0,3,0,in_review,0
935,other,life,faisalabad,punjab,8433,45,14,0.9636,1,6,1,submitted,0
936,other,life,sukkur,sindh,33351,64,21,2.3407,0,6,0,submitted,0
937,life,auto,sukkur,sindh,15751,64,25,0.6465,1,5,3,submitted,0
938,home,home,multan,punjab,27304,58,20,1.4483,1,1,0,rejected,1
939,other,pet,karachi,sindh,62442,53,31,27.5439,0,4,0,approved,1
940,medical,auto,faisalabad,punjab,5000,61,25,0.2475,0,1,0,in_review,0
941,home,home,abbottabad,kpk,19813,53,25,0.8253,2,5,1,in_review,0
942,life,auto,islamabad,islamabad,311258,56,41,42.5216,1,1,0,submitted,1
943,auto,auto,abbottabad,kpk,44939,45,39,18.335,1,6,0,approved,1
944,medical,auto,peshawar,kpk,34623,64,23,1.5741,1,7,0,rejected,1
945,damage,pet,sialkot,punjab,94904,45,18,10.1599,2,3,0,submitted,0
946,other,pet,multan,punjab,156471,64,7,21.4491,2,3,0,approved,1
947,accident,pet,islamabad,islamabad,11637,45,16,0.628,1,5,0,approved,0
948,accident,life,quetta,balochistan,229642,64,2,15.7786,0,4,0,submitted,0
949,theft,home,rawalpindi,punjab,93694,56,7,9.2757,0,5,0,rejected,1
950,medical,life,faisalabad,punjab,46020,58,45,3.7372,1,7,0,in_review,1
951,home,pet,mardan,kpk,47086,56,8,4.7318,0,0,0,in_review,0
952,pet_care,life,mardan,kpk,42201,58,45,6.3109,1,2,1,rejected,1
953,pet_care,pet,gujranwala,punjab,42230,44,0,1.8882,0,4,1,submitted,0
954,damage,life,abbottabad,kpk,47555,64,33,7.1977,0,3,0,submitted,1
955,auto,home,abbottabad,kpk,25530,56,14,7.0505,0,6,1,approved,0
956,home,pet,hyderabad,sindh,90986,53,14,4.5136,0,0,0,approved,0
957,pet,home,gujranwala,punjab,38687,58,3,1.9708,1,2,0,rejected,1
958,medical,auto,mardan,kpk,22014,45,12,1.3387,2,3,0,approved,0
959,medical,others,quetta,balochistan,34930,64,3,1.7,1,1,0,approved,0
960,life,auto,faisalabad,punjab,51201,64,19,2.6568,1,7,2,submitted,0
961,medical,others,quetta,balochistan,50255,44,0,2.2531,1,5,0,rejected,1
962,life,others,gujranwala,punjab,5000,64,15,0.2208,0,4,0,submitted,0
963,damage,pet,lahore,punjab,125284,56,31,10.4761,0,6,0,in_review,1
964,life,life,abbottabad,kpk,39061,53,6,1.6269,0,4,0,submitted,0
965,pet_care,others,multan,punjab,53768,61,12,2.6605,1,7,0,rejected,1
966,pet,pet,abbottabad,kpk,274910,53,17,13.0885,3,6,2,in_review,1
967,pet_care,life,mardan,kpk,76302,61,19,5.8259,1,7,0,submitted,1
968,auto,life,abbottabad,kpk,7421,64,18,1.2196,0,3,1,in_review,0
969,medical,auto,peshawar,kpk,31972,53,4,1.7782,0,5,0,submitted,0
970,accident,pet,mardan,kpk,35320,61,38,1.4329,0,0,0,in_review,1
971,life,life,faisalabad,punjab,10880,56,26,0.6415,2,6,0,rejected,1
972,life,auto,sialkot,punjab,44890,44,35,2.2149,1,2,1,approved,1
973,home,life,quetta,balochistan,59055,58,20,3.666,0,2,0,in_review,0
974,accident,auto,faisalabad,punjab,28906,64,31,1.2822,2,2,2,in_review,0
975,auto,home,sukkur,sindh,87714,64,36,7.1797,1,6,0,approved,1
976,theft,others,rawalpindi,punjab,193447,45,12,10.5559,1,4,1,submitted,0
977,damage,life,faisalabad,punjab,51315,61,33,6.8851,2,5,0,approved,1
978,auto,home,lahore,punjab,26296,64,14,2.9613,0,5,0,in_review,0
979,other,auto,multan,punjab,20860,64,1,3.2809,1,5,0,approved,0
980,home,auto,abbottabad,kpk,20942,53,17,2.5104,3,4,1,approved,1
981,life,home,islamabad,islamabad,72474,58,3,5.2552,0,1,0,submitted,0
982,theft,home,rawalpindi,punjab,11529,64,38,0.6369,1,3,0,rejected,1
983,pet,life,hyderabad,sindh,46386,64,1,4.7021,0,3,0,approved,0
984,pet_care,home,karachi,sindh,6002,58,24,0.2625,0,2,1,in_review,1
985,medical,auto,peshawar,kpk,18390,58,44,10.1997,1,1,0,rejected,1
986,pet_care,life,peshawar,kpk,85765,56,11,5.6821,1,7,0,in_review,0
987,theft,auto,lahore,punjab,16879,44,23,0.9481,1,1,1,in_review,1
988,life,home,mardan,kpk,22632,56,33,3.6333,0,0,0,rejected,1
989,theft,home,hyderabad,sindh,38774,64,38,2.3193,0,3,2,in_review,1
990,pet,life,peshawar,kpk,68841,53,36,2.9415,0,4,0,rejected,1
991,theft,home,mardan,kpk,15167,53,15,1.0295,0,5,0,in_review,0
992,life,others,sukkur,sindh,101055,64,8,5.4811,0,5,0,approved,0
993,auto,home,quetta,balochistan,128373,56,15,16.0788,0,0,0,submitted,0
994,medical,others,karachi,sindh,145975,58,16,8.9478,0,2,0,in_review,0
995,damage,life,sialkot,punjab,78626,64,6,4.5009,1,3,0,in_review,0
996,accident,others,rawalpindi,punjab,16705,45,7,3.6323,1,3,0,in_review,0
997,auto,others,faisalabad,punjab,122680,53,9,6.8012,1,2,1,in_review,0
998,damage,others,islamabad,islamabad,44072,53,23,2.3337,1,5,0,rejected,1
999,damage,others,multan,punjab,119956,64,17,4.8052,3,6,0,submitted,1
1000,life,life,rawalpindi,punjab,41153,45,39,3.6322,0,3,0,submitted,1
1001,medical,pet,quetta,balochistan,52594,53,12,7.8218,2,2,0,in_review,0
1002,auto,home,mardan,kpk,27813,64,20,1.3437,1,5,0,approved,0
1003,other,pet,multan,punjab,21244,58,34,0.9181,0,6,2,in_review,1
1004,accident,pet,islamabad,islamabad,11842,56,37,1.1998,2,7,1,submitted,1
1005,medical,others,faisalabad,punjab,46161,58,42,10.4864,2,5,0,approved,1
1006,pet_care,life,gujranwala,punjab,37079,64,16,1.6494,0,0,1,submitted,0
1007,life,auto,peshawar,kpk,48310,58,45,3.0745,1,7,0,submitted,0
1008,theft,others,islamabad,islamabad,189476,53,7,8.3991,0,5,1,submitted,0
1009,accident,life,abbottabad,kpk,129917,64,33,8.1581,3,9,1,submitted,1
1010,accident,auto,peshawar,kpk,202877,64,16,27.3345,2,4,0,rejected,1
1011,accident,life,hyderabad,sindh,64436,64,35,2.64,1,7,0,rejected,1
1012,theft,life,sialkot,punjab,49166,64,14,2.2659,2,2,2,approved,0
1013,home,others,hyderabad,sindh,16566,58,16,0.7378,0,6,0,in_review,0
1014,damage,life,lahore,punjab,18130,44,32,3.519,1,5,0,approved,1
1015,theft,others,abbottabad,kpk,68637,64,21,4.6505,0,3,0,in_review,0
1016,theft,life,multan,punjab,70809,44,9,4.4253,0,1,1,rejected,1
1017,medical,pet,abbottabad,kpk,16670,58,1,1.9438,2,5,0,rejected,1
1018,pet,others,karachi,sindh,119728,44,24,5.4291,1,3,1,in_review,0
1019,home,auto,sialkot,punjab,38864,58,32,2.0235,0,0,1,rejected,1
1020,pet,auto,hyderabad,sindh,40990,58,39,3.9727,0,3,0,rejected,0
1021,life,others,abbottabad,kpk,116745,56,45,34.4889,0,2,0,in_review,1
1022,accident,others,hyderabad,sindh,30940,44,43,1.9812,0,4,1,submitted,1
1023,pet,others,sialkot,punjab,94121,45,4,54.658,0,5,0,rejected,1
1024,other,auto,islamabad,islamabad,61596,61,6,8.2813,1,6,0,submitted,0
1025,life,auto,islamabad,islamabad,17843,61,11,1.3996,2,5,0,in_review,0
1026,medical,life,abbottabad,kpk,11177,44,6,0.5025,0,4,0,approved,0
1027,theft,auto,lahore,punjab,11872,64,19,0.6302,2,6,0,approved,0
1028,medical,others,hyderabad,sindh,342592,56,6,45.9485,1,5,0,submitted,0
1029,damage,others,rawalpindi,punjab,144767,44,7,9.0001,3,3,0,rejected,1
1030,damage,home,hyderabad,sindh,157000,58,24,20.0536,3,8,0,in_review,1
1031,damage,auto,islamabad,islamabad,16191,64,22,0.9209,2,5,1,approved,0
1032,theft,life,sukkur,sindh,46521,53,25,2.3321,0,1,0,rejected,1
1033,auto,pet,karachi,sindh,9023,61,39,0.6512,0,6,1,approved,1
1034,accident,auto,faisalabad,punjab,41486,64,20,3.5878,0,0,3,submitted,0
1035,pet,home,islamabad,islamabad,37989,64,23,1.5883,2,2,0,rejected,1
1036,home,home,mardan,kpk,35702,64,39,4.3694,0,3,0,approved,1
1037,accident,auto,abbottabad,kpk,81033,64,25,6.5678,0,4,0,in_review,0
1038,auto,others,mardan,kpk,564931,64,26,25.6565,0,3,0,rejected,1
1039,life,life,peshawar,kpk,50170,58,44,27.2515,0,5,0,approved,1
1040,life,home,rawalpindi,punjab,11179,61,44,0.5855,0,2,0,in_review,1
1041,theft,pet,islamabad,islamabad,173021,53,31,21.3001,0,0,0,approved,1
1042,accident,pet,rawalpindi,punjab,294751,61,15,69.5331,1,4,1,submitted,0
1043,accident,others,quetta,balochistan,163941,64,2,21.3132,3,5,1,in_review,1
