id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
2596,pending_purchases,account,low,1,71,10,0
2597,inactive_spike,catalog,high,3,105,14,1
2598,claim_burst,account,high,3,23,28,1
2599,rejected_claims_volume,account,high,3,7,30,1
2600,pending_purchases,commerce,critical,4,702,9,1
2601,stale_pending_policies,catalog,critical,4,191,11,1
2602,unverified_provider,account,medium,2,139,1,0
2603,rejected_claims_volume,claims,high,3,484,24,1
2604,duplicate_email,account,medium,2,56,20,0
2605,pending_purchases,commerce,medium,2,684,15,1
2606,stale_pending_policies,catalog,critical,4,824,8,1
2607,claim_burst,claims,high,3,268,16,1
2608,pending_purchases,claims,medium,2,241,28,1
2609,rejected_claims_volume,claims,critical,4,547,19,1
2610,other,account,critical,4,52,15,1
2611,duplicate_email,account,high,3,26,26,1
2612,other,account,high,3,33,15,1
2613,stale_pending_policies,claims,high,3,230,19,1
2614,claim_burst,commerce,low,1,310,18,1
2615,pending_purchases,commerce,critical,4,347,30,1
2616,lead_spike,commerce,critical,4,570,9,1
2617,duplicate_email,account,medium,2,125,27,1
2618,duplicate_email,account,high,3,2,13,1
2619,lead_spike,commerce,critical,4,131,18,1
2620,unverified_provider,account,high,3,398,19,1
2621,lead_spike,claims,high,3,268,18,1
2622,unverified_provider,commerce,medium,2,401,8,0
2623,claim_burst,claims,medium,2,752,24,1
2624,rejected_claims_volume,claims,critical,4,36,12,1
2625,rejected_claims_volume,claims,high,3,306,16,1
2626,stale_pending_policies,claims,critical,4,741,8,1
2627,duplicate_email,catalog,high,3,137,22,0
2628,claim_burst,catalog,critical,4,486,26,1
2629,unverified_provider,account,high,3,72,9,1
2630,pending_purchases,catalog,high,3,69,15,1
2631,other,claims,low,1,460,11,0
2632,inactive_spike,commerce,critical,4,814,13,1
2633,reject_rate,catalog,high,3,126,27,1
2634,claim_burst,claims,medium,2,87,26,1
2635,rejected_claims_volume,catalog,critical,4,589,18,1
2636,claim_burst,account,medium,2,45,19,1
2637,claim_burst,claims,critical,4,380,18,1
2638,rejected_claims_volume,claims,high,3,649,29,1
2639,reject_rate,account,critical,4,174,11,0
2640,stale_pending_policies,catalog,low,1,790,8,0
2641,rejected_claims_volume,claims,low,1,104,13,0
2642,lead_spike,commerce,critical,4,81,24,1
2643,pending_purchases,commerce,critical,4,619,26,1
2644,claim_burst,claims,high,3,12,15,1
2645,reject_rate,account,medium,2,25,8,0
2646,lead_spike,commerce,critical,4,121,23,1
2647,stale_pending_policies,claims,medium,2,426,12,1
2648,inactive_spike,commerce,medium,2,5,15,1
2649,pending_purchases,catalog,medium,2,419,17,1
2650,pending_purchases,commerce,high,3,32,19,1
2651,duplicate_email,account,high,3,623,21,1
2652,unverified_provider,account,medium,2,27,1,0
2653,lead_spike,commerce,critical,4,80,8,1
2654,pending_purchases,account,high,3,13,8,1
2655,other,claims,low,1,689,7,0
2656,claim_burst,catalog,low,1,863,15,1
2657,rejected_claims_volume,claims,low,1,560,28,1
2658,inactive_spike,claims,medium,2,742,12,1
2659,pending_purchases,commerce,low,1,426,18,1
2660,reject_rate,catalog,critical,4,237,12,1
2661,pending_purchases,commerce,critical,4,556,15,1
2662,reject_rate,claims,critical,4,65,24,1
2663,stale_pending_policies,claims,critical,4,447,28,1
2664,claim_burst,commerce,low,1,640,28,0
2665,inactive_spike,catalog,medium,2,400,15,0
2666,other,claims,low,1,398,11,0
2667,unverified_provider,account,medium,2,521,12,1
2668,unverified_provider,commerce,medium,2,155,7,0
2669,other,account,medium,2,20,3,0
2670,claim_burst,catalog,medium,2,145,9,0
2671,other,claims,medium,2,98,12,1
2672,claim_burst,claims,critical,4,46,19,1
2673,rejected_claims_volume,account,high,3,110,22,0
2674,stale_pending_policies,catalog,low,1,513,8,0
2675,other,commerce,high,3,238,15,1
2676,lead_spike,catalog,medium,2,558,13,1
2677,rejected_claims_volume,claims,high,3,418,21,1
2678,reject_rate,catalog,medium,2,122,6,0
2679,duplicate_email,claims,high,3,132,24,1
2680,pending_purchases,commerce,medium,2,396,28,1
2681,duplicate_email,commerce,high,3,490,17,1
2682,claim_burst,account,high,3,8,10,1
2683,reject_rate,catalog,medium,2,890,13,1
2684,unverified_provider,claims,critical,4,456,14,0
2685,rejected_claims_volume,account,medium,2,320,24,1
2686,stale_pending_policies,catalog,low,1,429,17,1
2687,reject_rate,account,low,1,19,18,1
2688,other,commerce,high,3,126,14,1
2689,pending_purchases,claims,low,1,157,22,1
2690,claim_burst,claims,critical,4,106,14,1
2691,reject_rate,account,high,3,29,27,1
2692,duplicate_email,catalog,medium,2,722,13,1
2693,claim_burst,claims,medium,2,693,29,1
2694,unverified_provider,account,critical,4,49,18,1
2695,other,commerce,medium,2,140,8,0
2696,pending_purchases,commerce,medium,2,76,15,1
2697,lead_spike,commerce,critical,4,810,19,1
2698,rejected_claims_volume,commerce,critical,4,16,13,1
2699,rejected_claims_volume,catalog,low,1,154,23,1
2700,rejected_claims_volume,catalog,critical,4,228,17,1
2701,claim_burst,claims,high,3,580,23,1
2702,inactive_spike,commerce,medium,2,83,10,0
2703,reject_rate,catalog,high,3,813,8,1
2704,rejected_claims_volume,commerce,high,3,535,29,1
2705,reject_rate,catalog,critical,4,548,22,1
2706,inactive_spike,commerce,high,3,228,30,1
2707,lead_spike,account,critical,4,249,27,1
2708,stale_pending_policies,catalog,high,3,675,18,1
2709,reject_rate,catalog,high,3,522,27,1
2710,inactive_spike,account,critical,4,658,26,1
2711,stale_pending_policies,account,critical,4,187,20,1
2712,pending_purchases,commerce,high,3,81,28,1
2713,unverified_provider,commerce,low,1,881,1,0
2714,inactive_spike,commerce,low,1,83,4,0
2715,rejected_claims_volume,commerce,high,3,493,22,1
2716,duplicate_email,commerce,high,3,95,27,1
2717,claim_burst,catalog,high,3,125,19,1
2718,lead_spike,commerce,critical,4,98,16,1
2719,pending_purchases,commerce,critical,4,900,25,1
2720,stale_pending_policies,commerce,critical,4,64,9,1
2721,claim_burst,claims,critical,4,709,12,1
2722,stale_pending_policies,claims,high,3,560,26,1
2723,unverified_provider,catalog,critical,4,456,17,1
2724,reject_rate,catalog,critical,4,551,15,1
2725,duplicate_email,catalog,high,3,218,22,1
2726,inactive_spike,account,high,3,44,23,1
2727,pending_purchases,account,medium,2,22,30,1
2728,stale_pending_policies,account,low,1,22,7,0
2729,reject_rate,commerce,critical,4,448,16,1
2730,unverified_provider,commerce,low,1,633,8,0
2731,pending_purchases,catalog,high,3,719,10,1
2732,claim_burst,account,medium,2,121,10,1
2733,lead_spike,commerce,high,3,480,10,1
2734,duplicate_email,account,critical,4,301,27,0
2735,unverified_provider,account,critical,4,137,15,1
2736,pending_purchases,commerce,high,3,76,26,1
2737,lead_spike,catalog,medium,2,651,24,1
2738,stale_pending_policies,catalog,high,3,434,22,1
2739,stale_pending_policies,catalog,low,1,726,4,0
2740,unverified_provider,commerce,critical,4,753,10,1
2741,unverified_provider,account,medium,2,516,1,1
2742,lead_spike,account,high,3,215,24,1
2743,unverified_provider,account,high,3,457,18,0
2744,lead_spike,commerce,critical,4,114,30,1
2745,inactive_spike,account,medium,2,159,5,1
2746,claim_burst,claims,critical,4,246,25,1
2747,stale_pending_policies,catalog,medium,2,548,6,0
2748,inactive_spike,claims,critical,4,180,9,1
2749,unverified_provider,account,critical,4,757,16,1
2750,stale_pending_policies,commerce,medium,2,75,11,0
2751,other,commerce,high,3,422,28,1
2752,pending_purchases,commerce,critical,4,340,29,1
2753,inactive_spike,commerce,critical,4,869,18,1
2754,pending_purchases,claims,medium,2,728,27,1
2755,rejected_claims_volume,account,critical,4,55,15,1
2756,inactive_spike,account,low,1,16,14,1
2757,lead_spike,catalog,medium,2,728,25,1
2758,reject_rate,catalog,high,3,451,9,1
2759,claim_burst,catalog,high,3,669,15,1
2760,stale_pending_policies,account,high,3,88,18,1
2761,stale_pending_policies,claims,critical,4,86,25,1
2762,unverified_provider,claims,high,3,366,16,1
2763,unverified_provider,claims,critical,4,827,9,1
2764,lead_spike,catalog,high,3,638,17,1
2765,claim_burst,claims,medium,2,679,23,1
2766,reject_rate,catalog,low,1,289,15,1
2767,duplicate_email,catalog,low,1,114,11,1
2768,claim_burst,claims,medium,2,224,28,1
2769,claim_burst,claims,critical,4,390,25,1
2770,stale_pending_policies,catalog,medium,2,562,14,1
2771,pending_purchases,account,medium,2,147,13,1
2772,inactive_spike,claims,medium,2,593,6,1
2773,reject_rate,account,high,3,844,30,1
2774,reject_rate,claims,high,3,584,30,1
2775,rejected_claims_volume,claims,critical,4,48,17,1
2776,reject_rate,catalog,high,3,235,29,1
2777,claim_burst,claims,high,3,574,29,1
2778,pending_purchases,commerce,critical,4,507,25,1
2779,pending_purchases,catalog,medium,2,65,26,0
2780,stale_pending_policies,claims,low,1,523,5,0
2781,inactive_spike,account,medium,2,792,13,1
2782,duplicate_email,commerce,high,3,217,21,0
2783,pending_purchases,commerce,critical,4,103,29,1
2784,stale_pending_policies,account,medium,2,684,8,0
2785,lead_spike,commerce,high,3,684,21,1
2786,duplicate_email,claims,high,3,533,25,1
2787,lead_spike,commerce,critical,4,645,27,1
2788,stale_pending_policies,catalog,high,3,861,8,1
2789,reject_rate,catalog,low,1,813,5,0
2790,inactive_spike,commerce,critical,4,71,29,1
2791,claim_burst,commerce,medium,2,638,14,0
2792,duplicate_email,account,low,1,767,19,1
2793,other,catalog,low,1,46,2,0
2794,rejected_claims_volume,account,high,3,680,26,1
2795,rejected_claims_volume,claims,critical,4,444,28,1
2796,duplicate_email,commerce,high,3,839,15,1
2797,rejected_claims_volume,catalog,high,3,441,9,1
2798,stale_pending_policies,catalog,critical,4,271,26,1
2799,lead_spike,catalog,high,3,864,14,1
2800,reject_rate,catalog,high,3,654,13,1
2801,rejected_claims_volume,claims,critical,4,619,28,1
2802,pending_purchases,claims,low,1,800,12,1
2803,lead_spike,account,critical,4,877,15,1
2804,rejected_claims_volume,claims,high,3,108,28,1
2805,claim_burst,commerce,critical,4,854,23,0
2806,reject_rate,catalog,medium,2,113,10,0
2807,stale_pending_policies,commerce,low,1,518,7,1
2808,claim_burst,commerce,critical,4,103,9,1
2809,other,catalog,high,3,122,12,1
2810,duplicate_email,catalog,medium,2,252,12,1
2811,unverified_provider,account,critical,4,587,18,1
2812,inactive_spike,account,critical,4,5,22,1
2813,unverified_provider,account,high,3,318,20,1
2814,inactive_spike,account,critical,4,74,30,1
2815,stale_pending_policies,commerce,low,1,277,17,1
2816,lead_spike,commerce,high,3,842,12,1
2817,lead_spike,commerce,high,3,235,18,1
2818,rejected_claims_volume,claims,low,1,777,17,1
2819,other,account,critical,4,59,29,0
2820,stale_pending_policies,claims,critical,4,120,12,1
2821,stale_pending_policies,catalog,critical,4,523,14,1
2822,rejected_claims_volume,catalog,low,1,827,10,0
2823,duplicate_email,account,medium,2,21,25,1
2824,duplicate_email,claims,high,3,398,21,1
2825,unverified_provider,claims,high,3,527,23,1
2826,duplicate_email,claims,low,1,484,28,1
2827,lead_spike,claims,medium,2,241,9,1
2828,claim_burst,claims,medium,2,858,30,1
2829,unverified_provider,account,low,1,472,12,1
2830,other,commerce,critical,4,18,27,1
2831,reject_rate,catalog,critical,4,422,27,1
2832,rejected_claims_volume,commerce,high,3,119,13,1
2833,duplicate_email,claims,critical,4,51,30,1
2834,stale_pending_policies,catalog,critical,4,888,18,1
2835,duplicate_email,commerce,high,3,643,30,1
2836,reject_rate,catalog,low,1,216,12,1
2837,stale_pending_policies,account,medium,2,501,9,0
2838,reject_rate,catalog,medium,2,521,10,0
2839,lead_spike,commerce,high,3,57,8,1
2840,inactive_spike,catalog,critical,4,318,29,1
2841,pending_purchases,commerce,high,3,249,11,1
2842,rejected_claims_volume,account,high,3,72,16,1
2843,duplicate_email,account,high,3,336,16,1
2844,inactive_spike,claims,low,1,328,12,1
2845,lead_spike,commerce,high,3,673,29,1
2846,lead_spike,claims,critical,4,858,12,1
2847,other,catalog,medium,2,783,4,0
2848,pending_purchases,catalog,high,3,214,12,1
2849,lead_spike,claims,high,3,106,14,1
2850,reject_rate,catalog,high,3,18,30,1
2851,inactive_spike,commerce,medium,2,38,17,1
2852,pending_purchases,account,critical,4,310,26,1
2853,stale_pending_policies,catalog,medium,2,421,10,0
2854,pending_purchases,commerce,high,3,899,29,1
2855,duplicate_email,catalog,high,3,158,18,1
2856,pending_purchases,commerce,critical,4,160,25,1
2857,reject_rate,commerce,medium,2,519,10,0
2858,stale_pending_policies,catalog,high,3,755,8,1
2859,claim_burst,account,high,3,6,8,1
2860,inactive_spike,account,high,3,16,17,1
2861,claim_burst,claims,high,3,222,9,1
2862,reject_rate,account,low,1,37,14,1
2863,inactive_spike,claims,high,3,283,28,1
2864,unverified_provider,commerce,low,1,682,1,0
2865,inactive_spike,commerce,critical,4,265,26,1
2866,inactive_spike,account,low,1,145,11,0
2867,inactive_spike,catalog,medium,2,648,4,0
2868,unverified_provider,account,high,3,112,21,1
2869,other,commerce,medium,2,57,9,0
2870,other,account,critical,4,710,18,1
2871,stale_pending_policies,account,critical,4,81,28,1
2872,other,claims,medium,2,25,8,0
2873,pending_purchases,commerce,high,3,166,21,1
2874,pending_purchases,catalog,medium,2,427,24,1
2875,reject_rate,claims,critical,4,238,18,0
2876,claim_burst,commerce,high,3,114,22,1
2877,lead_spike,account,high,3,57,15,1
2878,inactive_spike,account,critical,4,377,19,1
2879,inactive_spike,claims,high,3,414,17,1
2880,pending_purchases,account,high,3,356,26,1
2881,reject_rate,catalog,low,1,71,18,1
2882,unverified_provider,claims,critical,4,199,17,1
2883,inactive_spike,commerce,medium,2,5,18,1
2884,pending_purchases,catalog,high,3,748,30,1
2885,rejected_claims_volume,claims,high,3,200,17,1
2886,inactive_spike,commerce,critical,4,411,28,1
2887,stale_pending_policies,claims,medium,2,351,13,1
2888,lead_spike,commerce,high,3,781,10,1
2889,duplicate_email,account,high,3,646,26,1
2890,unverified_provider,commerce,low,1,86,6,1
2891,rejected_claims_volume,claims,high,3,627,9,1
2892,lead_spike,account,high,3,115,15,1
2893,claim_burst,catalog,high,3,690,23,1
2894,duplicate_email,account,critical,4,25,13,1
2895,reject_rate,catalog,critical,4,500,9,1
2896,lead_spike,claims,high,3,767,14,1
2897,other,claims,critical,4,840,25,1
2898,claim_burst,account,medium,2,27,15,1
2899,stale_pending_policies,catalog,medium,2,285,9,0
2900,reject_rate,commerce,low,1,36,15,1
2901,duplicate_email,commerce,critical,4,21,25,1
2902,lead_spike,commerce,low,1,40,15,1
2903,duplicate_email,account,medium,2,657,29,1
2904,reject_rate,commerce,critical,4,211,16,1
2905,duplicate_email,claims,high,3,831,13,1
2906,lead_spike,commerce,medium,2,558,19,1
2907,inactive_spike,account,low,1,754,6,1
2908,reject_rate,commerce,critical,4,596,14,1
2909,unverified_provider,claims,critical,4,722,18,1
2910,unverified_provider,catalog,critical,4,189,9,1
2911,lead_spike,commerce,high,3,560,9,1
2912,lead_spike,commerce,critical,4,74,15,1
2913,lead_spike,catalog,low,1,475,22,1
2914,claim_burst,claims,medium,2,568,25,1
2915,pending_purchases,commerce,medium,2,553,10,1
2916,pending_purchases,commerce,medium,2,602,25,1
2917,unverified_provider,claims,low,1,767,5,0
2918,claim_burst,account,medium,2,298,21,1
2919,other,commerce,low,1,343,4,0
2920,rejected_claims_volume,account,low,1,148,11,0
2921,reject_rate,catalog,high,3,239,22,1
2922,duplicate_email,claims,high,3,6,8,0
2923,other,commerce,low,1,245,8,0
2924,rejected_claims_volume,account,critical,4,587,30,1
2925,rejected_claims_volume,commerce,medium,2,26,19,1
2926,duplicate_email,account,high,3,5,17,1
2927,lead_spike,commerce,medium,2,525,30,1
2928,stale_pending_policies,catalog,low,1,715,16,1
2929,reject_rate,account,medium,2,22,17,1
2930,unverified_provider,claims,medium,2,88,12,1
2931,stale_pending_policies,account,critical,4,28,23,1
2932,rejected_claims_volume,commerce,critical,4,820,30,1
2933,claim_burst,commerce,high,3,664,16,0
2934,unverified_provider,account,medium,2,710,5,0
2935,pending_purchases,commerce,critical,4,878,27,1
2936,duplicate_email,catalog,high,3,397,21,1
2937,rejected_claims_volume,commerce,high,3,12,9,1
2938,pending_purchases,commerce,medium,2,214,12,1
2939,other,claims,high,3,181,8,1
2940,pending_purchases,catalog,low,1,817,29,1
2941,other,commerce,critical,4,289,18,1
2942,other,catalog,critical,4,375,29,0
2943,reject_rate,catalog,high,3,570,10,1
2944,claim_burst,commerce,high,3,311,28,1
2945,stale_pending_policies,catalog,low,1,863,7,0
2946,unverified_provider,account,low,1,699,3,0
2947,reject_rate,commerce,high,3,15,18,1
2948,claim_burst,catalog,low,1,756,24,1
2949,other,claims,low,1,35,4,0
2950,reject_rate,catalog,critical,4,651,29,1
2951,lead_spike,commerce,medium,2,40,28,1
2952,pending_purchases,commerce,critical,4,776,24,1
2953,stale_pending_policies,catalog,critical,4,240,19,1
2954,rejected_claims_volume,catalog,high,3,385,20,1
2955,unverified_provider,commerce,high,3,43,17,1
2956,reject_rate,catalog,medium,2,540,9,0
2957,pending_purchases,commerce,medium,2,815,29,1
2958,stale_pending_policies,account,critical,4,25,17,1
2959,claim_burst,claims,medium,2,35,20,1
2960,lead_spike,commerce,medium,2,709,16,1
2961,rejected_claims_volume,commerce,medium,2,742,13,0
2962,lead_spike,commerce,high,3,149,23,1
2963,inactive_spike,claims,critical,4,188,14,1
2964,lead_spike,commerce,high,3,791,25,1
2965,claim_burst,catalog,low,1,91,9,1
2966,pending_purchases,commerce,critical,4,873,26,1
2967,unverified_provider,account,critical,4,748,15,1
2968,pending_purchases,commerce,high,3,244,28,1
2969,rejected_claims_volume,commerce,high,3,318,14,1
2970,other,commerce,critical,4,501,28,1
2971,stale_pending_policies,account,medium,2,427,18,1
2972,lead_spike,commerce,high,3,514,26,1
2973,other,commerce,critical,4,68,10,1
2974,lead_spike,commerce,high,3,82,29,1
2975,stale_pending_policies,account,medium,2,51,12,1
2976,claim_burst,commerce,low,1,48,29,1
2977,pending_purchases,commerce,high,3,146,24,1
2978,rejected_claims_volume,claims,critical,4,166,9,1
2979,duplicate_email,commerce,high,3,54,25,1
2980,rejected_claims_volume,account,medium,2,777,16,1
2981,claim_burst,commerce,high,3,22,17,1
2982,stale_pending_policies,claims,low,1,522,9,0
2983,lead_spike,catalog,low,1,564,19,1
2984,duplicate_email,claims,medium,2,225,24,1
2985,reject_rate,account,high,3,157,20,1
2986,inactive_spike,account,critical,4,39,30,1
2987,unverified_provider,account,medium,2,31,3,0
2988,pending_purchases,account,high,3,70,13,1
2989,claim_burst,claims,critical,4,81,11,1
2990,pending_purchases,commerce,high,3,99,28,1
2991,rejected_claims_volume,claims,critical,4,419,29,1
2992,duplicate_email,account,high,3,662,19,1
2993,stale_pending_policies,catalog,low,1,50,12,1
2994,unverified_provider,catalog,low,1,559,8,0
2995,reject_rate,catalog,low,1,670,6,0
2996,reject_rate,commerce,low,1,477,16,1
2997,claim_burst,claims,high,3,245,15,0
2998,stale_pending_policies,account,critical,4,3,8,1
2999,rejected_claims_volume,claims,high,3,426,11,1
3000,inactive_spike,claims,critical,4,462,23,1
3001,unverified_provider,account,high,3,16,8,1
3002,pending_purchases,commerce,high,3,36,21,1
3003,stale_pending_policies,catalog,high,3,26,29,1
3004,stale_pending_policies,account,low,1,470,14,0
3005,duplicate_email,commerce,medium,2,4,15,1
3006,duplicate_email,account,critical,4,85,25,1
3007,claim_burst,claims,high,3,588,24,1
3008,claim_burst,account,medium,2,19,8,1
3009,lead_spike,commerce,critical,4,461,24,1
3010,pending_purchases,catalog,critical,4,603,8,1
3011,other,account,critical,4,5,8,1
3012,rejected_claims_volume,catalog,low,1,856,14,1
3013,claim_burst,claims,high,3,444,22,1
3014,unverified_provider,account,low,1,762,2,0
3015,claim_burst,claims,medium,2,200,14,1
3016,lead_spike,commerce,high,3,797,29,1
3017,other,claims,medium,2,565,7,0
3018,claim_burst,claims,low,1,72,28,1
3019,lead_spike,commerce,medium,2,118,15,1
3020,lead_spike,claims,critical,4,299,14,1
3021,unverified_provider,account,critical,4,217,27,1
3022,rejected_claims_volume,claims,high,3,432,21,1
3023,reject_rate,claims,low,1,218,9,0
3024,rejected_claims_volume,catalog,medium,2,493,16,1
3025,pending_purchases,commerce,high,3,62,15,1
3026,stale_pending_policies,account,medium,2,90,8,0
3027,rejected_claims_volume,claims,medium,2,666,17,1
3028,other,account,critical,4,14,10,1
3029,other,claims,critical,4,639,25,1
3030,other,commerce,critical,4,443,15,1
3031,pending_purchases,commerce,critical,4,476,13,1
3032,other,commerce,high,3,377,17,1
3033,stale_pending_policies,catalog,high,3,849,14,1
3034,unverified_provider,account,high,3,1,22,1
3035,unverified_provider,commerce,critical,4,3,21,1
3036,stale_pending_policies,commerce,high,3,54,11,1
3037,claim_burst,claims,medium,2,173,19,1
3038,pending_purchases,claims,critical,4,709,8,1
3039,duplicate_email,catalog,low,1,557,20,1
3040,claim_burst,commerce,medium,2,57,28,1
3041,duplicate_email,account,high,3,460,14,1
3042,claim_burst,claims,critical,4,498,11,1
3043,reject_rate,catalog,critical,4,174,25,1
3044,reject_rate,commerce,medium,2,27,16,1
3045,duplicate_email,account,high,3,438,28,1
3046,pending_purchases,account,medium,2,890,8,0
3047,rejected_claims_volume,claims,high,3,400,29,1
3048,pending_purchases,commerce,medium,2,357,16,1
3049,inactive_spike,claims,critical,4,751,16,1
3050,claim_burst,claims,high,3,752,15,1
3051,rejected_claims_volume,account,critical,4,44,23,1
3052,pending_purchases,account,high,3,411,22,1
3053,stale_pending_policies,commerce,critical,4,446,19,1
3054,other,catalog,critical,4,449,11,1
3055,lead_spike,account,low,1,283,22,1
3056,rejected_claims_volume,catalog,low,1,724,14,1
3057,unverified_provider,account,low,1,456,10,0
3058,duplicate_email,commerce,medium,2,849,25,1
3059,pending_purchases,commerce,medium,2,828,22,1
3060,pending_purchases,commerce,high,3,315,13,0
3061,stale_pending_policies,catalog,high,3,409,10,1
3062,pending_purchases,commerce,high,3,24,15,1
3063,unverified_provider,account,critical,4,817,27,1
3064,inactive_spike,claims,high,3,598,21,1
3065,duplicate_email,commerce,high,3,197,22,1
3066,reject_rate,catalog,high,3,641,22,1
3067,inactive_spike,commerce,medium,2,8,9,0
3068,claim_burst,commerce,high,3,66,19,1
3069,unverified_provider,account,high,3,14,17,1
3070,stale_pending_policies,catalog,high,3,515,17,1
3071,inactive_spike,account,medium,2,27,14,1
3072,reject_rate,account,high,3,82,8,1
3073,reject_rate,commerce,low,1,58,7,0
3074,inactive_spike,account,low,1,16,15,1
3075,claim_burst,commerce,critical,4,240,22,1
3076,pending_purchases,commerce,medium,2,34,30,1
3077,other,commerce,medium,2,605,4,0
3078,other,commerce,high,3,81,15,1
3079,stale_pending_policies,catalog,critical,4,453,19,0
3080,inactive_spike,commerce,medium,2,90,10,0
3081,claim_burst,commerce,critical,4,552,9,1
3082,inactive_spike,claims,low,1,249,5,0
3083,rejected_claims_volume,claims,critical,4,858,16,1
3084,pending_purchases,commerce,medium,2,718,16,1
3085,stale_pending_policies,catalog,critical,4,203,23,1
3086,inactive_spike,catalog,high,3,855,17,1
3087,reject_rate,catalog,low,1,313,13,1
3088,claim_burst,account,critical,4,132,8,1
3089,lead_spike,commerce,high,3,29,10,1
3090,duplicate_email,claims,medium,2,511,20,1
3091,unverified_provider,claims,medium,2,433,4,0
3092,other,claims,medium,2,258,11,1
3093,claim_burst,commerce,low,1,788,8,1
3094,pending_purchases,account,low,1,185,30,1
3095,rejected_claims_volume,claims,critical,4,79,14,1
3096,unverified_provider,claims,medium,2,293,11,0
3097,claim_burst,commerce,critical,4,162,23,1
3098,reject_rate,catalog,high,3,41,20,1
3099,lead_spike,commerce,high,3,600,16,1
3100,pending_purchases,catalog,high,3,612,12,1
3101,lead_spike,commerce,high,3,436,20,1
3102,inactive_spike,claims,medium,2,558,10,0
3103,lead_spike,claims,high,3,819,28,1
3104,unverified_provider,claims,medium,2,660,1,0
3105,pending_purchases,account,critical,4,506,27,1
3106,reject_rate,commerce,high,3,490,16,1
3107,stale_pending_policies,catalog,high,3,827,9,1
3108,duplicate_email,catalog,critical,4,633,9,1
3109,stale_pending_policies,commerce,medium,2,329,12,0
3110,stale_pending_policies,claims,low,1,568,14,1
3111,other,account,medium,2,43,6,0
3112,inactive_spike,catalog,high,3,686,17,0
3113,stale_pending_policies,catalog,high,3,308,23,0
3114,rejected_claims_volume,catalog,critical,4,642,11,1
3115,unverified_provider,commerce,low,1,62,5,0
3116,inactive_spike,claims,medium,2,697,16,1
3117,other,catalog,low,1,630,10,0
3118,rejected_claims_volume,claims,critical,4,712,15,1
3119,inactive_spike,claims,medium,2,589,9,0
3120,stale_pending_policies,commerce,low,1,252,11,0
3121,lead_spike,commerce,high,3,140,26,1
3122,claim_burst,claims,critical,4,325,17,1
3123,reject_rate,claims,medium,2,714,15,1
3124,stale_pending_policies,catalog,medium,2,543,7,0
3125,claim_burst,catalog,high,3,224,11,1
3126,stale_pending_policies,account,high,3,814,17,1
3127,rejected_claims_volume,commerce,critical,4,65,15,1
3128,duplicate_email,commerce,medium,2,237,18,1
3129,claim_burst,claims,low,1,491,19,1
3130,stale_pending_policies,account,critical,4,449,25,1
3131,stale_pending_policies,catalog,high,3,628,13,1
3132,lead_spike,commerce,high,3,682,9,1
3133,inactive_spike,account,low,1,130,15,1
3134,other,claims,medium,2,196,6,0
3135,unverified_provider,account,medium,2,91,12,1
3136,pending_purchases,catalog,high,3,203,21,1
3137,unverified_provider,account,high,3,84,26,1
3138,lead_spike,catalog,critical,4,495,19,1
3139,unverified_provider,catalog,critical,4,762,13,1
3140,unverified_provider,account,medium,2,848,8,0
3141,pending_purchases,commerce,high,3,89,15,1
3142,claim_burst,catalog,high,3,468,11,1
3143,lead_spike,commerce,high,3,446,25,1
3144,lead_spike,account,medium,2,75,23,1
3145,lead_spike,catalog,high,3,899,19,1
3146,rejected_claims_volume,claims,medium,2,251,27,1
3147,pending_purchases,catalog,high,3,505,28,1
3148,duplicate_email,catalog,low,1,526,21,1
3149,claim_burst,catalog,high,3,582,24,1
3150,rejected_claims_volume,claims,critical,4,474,8,1
3151,inactive_spike,account,high,3,5,18,1
3152,unverified_provider,account,medium,2,748,11,0
3153,rejected_claims_volume,account,high,3,793,10,1
3154,inactive_spike,claims,low,1,717,16,1
3155,lead_spike,commerce,medium,2,414,16,1
3156,pending_purchases,claims,medium,2,548,8,0
3157,reject_rate,account,critical,4,119,9,1
3158,inactive_spike,account,medium,2,487,4,0
3159,duplicate_email,account,high,3,838,8,1
3160,rejected_claims_volume,account,low,1,269,17,1
3161,rejected_claims_volume,commerce,medium,2,849,13,1
3162,other,commerce,medium,2,867,9,0
3163,pending_purchases,claims,critical,4,551,8,1
3164,unverified_provider,account,critical,4,658,11,1
3165,other,catalog,critical,4,887,28,0
3166,unverified_provider,account,low,1,24,1,0
3167,claim_burst,catalog,high,3,387,25,1
3168,reject_rate,account,critical,4,268,29,1
3169,unverified_provider,catalog,high,3,33,19,1
3170,claim_burst,claims,medium,2,343,13,1
3171,inactive_spike,claims,critical,4,141,26,0
3172,claim_burst,commerce,high,3,437,29,1
3173,claim_burst,claims,high,3,607,27,1
3174,inactive_spike,catalog,high,3,641,10,1
3175,claim_burst,claims,high,3,336,9,1
3176,unverified_provider,account,low,1,81,9,0
3177,duplicate_email,account,low,1,291,21,1
3178,pending_purchases,commerce,high,3,19,8,1
3179,reject_rate,account,low,1,119,17,1
3180,inactive_spike,claims,medium,2,841,9,0
3181,rejected_claims_volume,catalog,medium,2,376,21,1
3182,lead_spike,commerce,low,1,144,30,1
3183,stale_pending_policies,catalog,high,3,410,15,1
3184,rejected_claims_volume,commerce,high,3,407,30,1
3185,stale_pending_policies,catalog,critical,4,147,24,1
